course_name,category,sub_category,course_website,duration,duration_term,study_mode,degree_level,monthly_intake,intake_day,intake_month,apply_day,apply_month,city,domestic_only,international_fee,domestic_fee,fee_term,fee_year,currency,study_load,ielts_listening,ielts_speaking,ielts_writing,ielts_reading,ielts_overall,pte_listening,pte_speaking,pte_writing,pte_reading,pte_overall,toefl_listening,toefl_speaking,toefl_writing,toefl_reading,toefl_overall,english_test,reading,listening,speaking,writing,overall,academic_level,academic_score,score_type,academic_country,other_test,score,other_requirements,course_description,course_structure,career,scholarship
Forensic Medicine (Intercalated) BMSc (Hons),School of Medicine,,https://www.dundee.ac.uk/undergraduate/forensic-medicine-bmsc,Full Time,years,Dundee City Campus,Undergraduate,,,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Studying medicine gives you a clear path to becoming a doctor, but what if you’d like the opportunity to study a specific topic in more detail or explore a more lab-based or theoretical area of medicine? This is where an intercalated degree could be of benefit.,With an intercalated degree you can spend a year studying a topic of interest. This allows you to:,An intercalated degree can also increase your competitiveness for application to foundation training by providing you with extra points for academic achievement.,Our Forensic Medicine BMSc will see you develop your knowledge in the area of medicine related to the legal system. You'll learn how medicine and science can be applied to the investigation of death and crime and the legal implications this has. You'll be based at our city campus and at Dundee's police mortuary where you will have the opportunity to observe post-mortems and be taught by case-active forensic medicine specialists.,Due to the wide-ranging nature of the course content, it may be of particular interest if you are looking to work in forensic pathology or medicine or in branches of medicine where victims of abuse are regularly encountered - for example, emergency medicine, general practice or paediatrics.",,,
Forensic Anthropology BSc (Hons),School of Science and Engineering,,https://www.dundee.ac.uk/undergraduate/forensic-anthropology,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forensic anthropology is the analysis of human remains for medicolegal (medical and legal) purposes. This includes establishing identity, investigating suspicious deaths and identifying victims of mass disasters.,It is a specialised area of forensic science that requires detailed anatomical and osteological training. Identifying the deceased is critical to the successful outcome of all legal investigations.,During your first two years, you'll study modules within the School of Life Sciences. This gives you a solid understanding of physiology, biochemistry and related biomedical sciences.,As the degree progresses, you'll develop a sound knowledge of the human body from the early stages of development to adult form. You'll learn full body dissection on our Thiel embalmed cadavers and understand the practical methods central to anatomy. You'll focus on skeletal anatomy and begin to learn how the analysis of the skeleton fits within medicolegal investigation.,We were the first UK university to use this embalming system in our teaching. This maintains the fascial layers between structures, is highly flexible and retains lifelike colour and consistency.,It also benefits your learning in becoming a forensic practitioner, as the identification of the deceased relies heavily on not only hard tissue like the skeleton, but also soft tissue information.",,,
Financial Economics with Spanish MA (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/financial-economics-spanish,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This degree starts out on the same path as our Economics degree. Following this MA route, you will have a stronger interest in the arts, social science subjects. This particular degree is offering you the chance to develop your Spanish language skills.,Economists examine how societies attempt to make the best use of their scarce resources, so that they can advise governments, individuals and companies on how to improve decisions and outcomes.,Advising on investment, production, prices are decisions that people might think of, but economists are increasingly asked to advise on:,Our Economics course focuses specifically on the macroeconomic challenges of national, regional and global economies together with the microeconomic behaviour of people and businesses. An economics degree is an excellent foundation for your career as an economist but also offers scope to pursue a diverse range of high-earning opportunities.",,,
Financial Economics with French MA (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/financial-economics-french,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This degree starts out on the same path as our Economics degree. Following this MA route, you will have a stronger interest in the arts, social science subjects. This particular degree is offering you the chance to develop your French language skills.,Economists examine how societies attempt to make the best use of their scarce resources, so that they can advise governments, individuals and companies on how to improve decisions and outcomes.,Advising on investment, production, prices are decisions that people might think of, but economists are increasingly asked to advise on:,Our Economics course focuses specifically on the macroeconomic challenges of national, regional and global economies together with the microeconomic behaviour of people and businesses. An economics degree is an excellent foundation for your career as an economist but also offers scope to pursue a diverse range of high-earning opportunities",,,
Financial Economics BSc (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/financial-economics-bsc,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Focusing on financial economics, you will combine core economic skills with current and fast-changing theories around financial markets.,This degree starts out on the same path as our Economics course. Following this BSc degree, you will have a stronger interest in the science, technical based subjects.,Economists examine how societies attempt to make the best use of their scarce resources, so that they can advise governments, individuals, and companies on how to improve decisions and outcomes.,Traditionally they have advised on investment, production, inflation, interest rates, and prices. Increasingly however economists also examine policies to:,You'll learn the techniques to specialise in financial economics, research and forecasting.,Our Economics course focuses specifically on the macroeconomic challenges of national, regional and global economies together with the microeconomic behaviour of people and businesses. An economics degree is an excellent foundation for your career as an economist but also offers scope to pursue a diverse range of high-earning opportunities.",,,
Financial Economics - accelerated BSc (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/financial-economics-accelerated,Full Time,years,Dundee City Campus,Undergraduate,,,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ,Our January start option allows you to achieve our quality Honours degree in 3.5 years (42 months) of study. We are excited to offer this option as an alternative to the United Kingdom tradition of starting degrees in September.,Starting in January allows you to prepare fully for travels to Dundee and removes the time pressure of arranging visas, travel, and finances as well as English language requirements before starting in Dundee. Of course, you may also want to start in January so that you can have a short break before returning to study which can be used to travel and or catch up with family and friends. Starting in January also has a financial benefit. You pay lower fees in your first year and you enter the job market after only three and a half years.,In your first year, you will take four modules, which you will study until the end of May. As part of the four, there will be a core module that you will study. In year 2, you will study eight modules over the year so as to meet the normal requirements to proceed into third year. In all years you will take a mixture of core and optional modules. For more details see the Teaching and Assessment tab at the top of this page.,Focusing on financial economics, you will combine core economic skills with current and fast-changing theories around financial markets.,Economists examine how societies attempt to make the best use of their scarce resources, so that they can advise governments, individuals, and companies on how to improve decisions and outcomes.",,,
Finance BFin (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/finance,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ,This course examines how large corporations use their funds to generate income and wealth in the future. You’ll learn how UK and overseas capital markets work in the wealth creation process and understand the context around their importance in the global economy.,The globalisation of products and financial markets, the changing nature of information technology, and dynamic new transaction models are creating a growing need for well-qualified graduates.,Compared to our BAcc Accountancy degree, our Finance degree looks at the wider management and planning of assets, whereas our Accountancy degree looks more at the recording and reporting of financial transactions within a company.,This is an accredited degree and provides exemptions from the following bodies’ professional examinations:,The BFin degree also provides exemption from certain professional examinations of the following bodies:",,,
Financial Economics MA (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/financial-economics-ma,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Focusing on financial economics, you will combine core economic skills with current and fast-changing theories around financial markets.,This degree starts on the same path as our Economics course. It is an MA degree, so is likely to appeal to you if you have a stronger interest in the arts and social science subjects. ,Economists examine how societies attempt to make the best use of their scarce resources, so that they can advise governments, individuals, and companies on how to improve decisions and outcomes.,Traditionally, they have advised on investment, production, inflation, interest rates, and prices. Increasingly however economists also examine policies to:,You'll learn the techniques to specialise in financial economics, research and forecasting.,Our Economics course focuses specifically on the macroeconomic challenges of national, regional and global economies together with the microeconomic behaviour of people and businesses. An economics degree is an excellent foundation for your career as an economist but also offers scope to pursue a diverse range of high-earning opportunities.",,,
European Politics with Spanish MA (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/european-politics-spanish,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Improve your Spanish language skills while also studying a wide range of history topics.,European Politics is at the centre of what we do and closely reflects the research expertise of staff. The academic journal , is edited from within the department by a staff member.,The MA degree means you study Politics alongside other subjects from History to Geography, languages to Psychology with an emphasis on modules with a European orientation. At Levels 3 and 4 you will be able to specialise with the European Union Politics and Simulation module allows students to model and simulate the operation of EU institutions using realistic scenarios.,We are a small and friendly department, but you can choose from a diverse range of subjects with very few compulsory modules. Each lecturer focuses on teaching specialist areas in which they have an established track record of research.,Our current teaching includes optional modules on Russian, Irish, and Middle Eastern politics, nations and nationalism, political theories, and on human rights and humanitarian intervention. Topics such as illegal drugs, gender and sexuality, environmental sustainability, and surveillance are also covered.,Our graduates are confident, flexible thinkers who have the ability to apply their skills to a very wide range of potential careers.,You'll also study one Spanish module per semester in each year, either as a beginner or at intensive level if you have previously studied the language at Higher/A-Level.",,,
Finance - accelerated BFin (Hons),School of Business,,https://www.dundee.ac.uk/undergraduate/finance-accelerated,Full Time,years,Dundee City Campus,Undergraduate,,,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," ,Our January start option allows you to achieve our quality Honours degree in 3.5 years (42 months) of study. We are excited to offer this option as an alternative to the United Kingdom tradition of starting degrees in September.,Starting in January allows you to prepare fully for travels to Dundee and removes the time pressure of arranging visas, travel, and finances as well as English language requirements. Of course, you may also want to start in January so that you can have a short break before returning to study. Starting in January also has a financial benefit. You pay lower fees in your first year and you enter the job market after only three and a half years.,This course examines how large corporations use their funds to generate income and wealth in the future. You’ll learn how UK and overseas capital markets work in the wealth creation process and understand the context around their importance in the global economy.,The globalisation of products and financial markets, the changing nature of information technology, and dynamic new transaction models are creating a growing need for well-qualified graduates.,Our Finance degree looks at the wider management and planning of assets, whereas our Accountancy degree looks more at the recording and reporting of financial transactions within a company.,This is an accredited degree and provides exemptions from the following bodies’ professional examinations:,The BFin degree also provides exemption from certain professional examinations of the following bodies:",,,
European Philosophy with Spanish MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/european-philosophy-spanish,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philosophy explores our existence using critical thinking and argument. If you find yourself thinking about life's big questions, philosophy could be for you.,We specialise in continental (European) philosophy and teach key texts from the European tradition. For this course, as well as your Spanish modules, we also encourage you to study European-based modules from other subjects such as history, international relations, politics, or geography.,We help you look at how philosophy is important to real-world concerns and contemporary issues by:,At Levels 1 and 2 you will receive a grounding in ancient and modern philosophy and be introduced to fundamental ideas concerning ethics, epistemology (the nature of knowledge), and metaphysics (the nature of reality).,You then specialise at Levels 3 and 4 by drawing on a range of philosophy modules taught by lecturers engaging in interdisciplinary research.,You will study existentialism in relation to contemporary culture, technology, and film, and topics in aesthetics and the philosophy of art.,You'll also study one Spanish module per semester in each year, either as a beginner or at intensive level if you have previously studied the language at Higher/A-Level.",,,
European Politics with French MA (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/european-politics-french,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Improve your French language skills while also studying a wide range of history topics.,European Politics is at the centre of what we do and closely reflects the research expertise of staff. The academic journal , is edited from within the department by a staff member.,The MA degree means you study Politics alongside other subjects from History to Geography, languages to Psychology with an emphasis on modules with a European orientation. At Levels 3 and 4 you will be able to specialise with the European Union Politics and Simulation module allows students to model and simulate the operation of EU institutions using realistic scenarios,We are a small and friendly department, but you can choose from a diverse range of subjects with very few compulsory modules. Each lecturer focuses on teaching specialist areas in which they have an established track record of research.,Our current teaching includes optional modules on Russian, Irish, and Middle Eastern politics, nations and nationalism, political theories, and on human rights and humanitarian intervention. Topics such as illegal drugs, gender and sexuality, environmental sustainability, and surveillance are also covered.,Our graduates are confident, flexible thinkers who have the ability to apply their skills to a very wide range of potential careers.,You'll also study one French module per semester in each year, either as a beginner or at intensive level if you have previously studied the language at Higher/A-Level.",,,
Fine Art BA (Hons),Duncan of Jordanstone College of Art & Design,,https://www.dundee.ac.uk/undergraduate/fine-art,3 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This course will help you to find your own identity as an artist through the development of core skills and practical techniques.,The course is focused on making and critical thinking, and you can concentrate on a single discipline or work across a number of disciplines and media. Your practical work will support a growing critical and contextual understanding of the theory of art and culture.,Taught by practicing artists of international standing, our academic staff exhibit and publish nationally and internationally. In 2015 Fine Art lecturer Graham Fagen represented Scotland at the Venice Bienniale (one of the most prestigious cultural exhibitions in the world).,Using our large studios, you can explore drawing, painting, time-based art, digital media, sculpture, print, photography, video, sound, performance, installation, and artists' books.,You will also have access to all our world-class workshops, where you can experiment with whichever materials you require, including:,You will have the opportunity to take part in exchanges with partner institutions across the world.",,,
European Politics MA (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/european-politics,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"European Politics is at the centre of what we do and closely reflects the research expertise of staff. The academic journal , is edited from within the department by a staff member.,The MA degree means you study Politics alongside other subjects from History to Geography, languages to Psychology with an emphasis on modules with a European orientation. At Levels 3 and 4 you will be able to specialise with the European Union Politics and Simulation module allows students to model and simulate the operation of EU institutions using realistic scenarios,We are a small and friendly department, but you can choose from a diverse range of subjects with very few compulsory modules. Each lecturer focuses on teaching specialist areas in which they have an established track record of research.,Our current teaching includes optional modules on Russian, Irish, and Middle Eastern politics, nations and nationalism, political theories, and on human rights and humanitarian intervention. Topics such as illegal drugs, gender and sexuality, environmental sustainability, and surveillance are also covered.,Our graduates are confident, flexible thinkers who have the ability to apply their skills to a very wide range of potential careers.",,,
European Philosophy with French MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/european-philosophy-french,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philosophy explores our existence using critical thinking and argument. If you find yourself thinking about life's big questions, philosophy could be for you.,We specialise in continental (European) philosophy and teach key texts from the European tradition. For this course, as well as your French modules, we also encourage you to study European-based modules from other subjects such as history, international relations, politics, or geography.,We help you look at how philosophy is important to real-world concerns and contemporary issues by:,At Levels 1 and 2 you will receive a grounding in ancient and modern philosophy and be introduced to fundamental ideas concerning ethics, epistemology (the nature of knowledge), and metaphysics (the nature of reality).,You then specialise at Levels 3 and 4 by drawing on a range of philosophy modules taught by lecturers engaging in interdisciplinary research.,You will study existentialism in relation to contemporary culture, technology, and film, and topics in aesthetics and the philosophy of art.,You'll also study one French module per semester in each year, either as a beginner or at intensive level if you have previously studied the language at Higher/A-Level.",,,
European Philosophy MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/european-philosophy,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philosophy explores our existence using critical thinking and argument. If you find yourself thinking about life's big issues and questions, philosophy could be for you.,We specialise in continental (European) philosophy and teach key texts from the European tradition. For this course, we also encourage you to study European-based modules from other subjects such as history, languages, international relations, politics, or geography. ,We help you look at how philosophy is important to real-world concerns and contemporary issues by:,At Levels 1 and 2 you will receive a grounding in ancient and modern philosophy and be introduced to fundamental ideas concerning ethics, epistemology (the nature of knowledge), and metaphysics (the nature of reality).,You then specialise at Levels 3 and 4 by drawing on a range of philosophy modules taught by lecturers engaging in interdisciplinary research.,You will study existentialism in relation to contemporary culture, technology, and film, and topics in aesthetics and the philosophy of art. You will also be encouraged to make links between philosophy and other subjects, such as politics, literature, film, the environment, psychology, and computer science.",,,
Environmental Sustainability MA (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/environmental-sustainability,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Understanding the environment has never been more important. Our modern world uses vast amounts of energy, generates waste and pollution, degrades our environment, reduces biodiversity, and has profound effects on our health and welfare.,This course examines the interaction between people and their surroundings. You'll learn about the use of natural resources and how we can attain more sustainable lifestyles.,This degree can help you:,You'll study the principles and policies needed to help deliver sustainable development and consider both the local and global implications on natural resources.,You will develop specialist analytical and communication skills that will help you work effectively with communities, individuals, and other professionals.,Mutual recognition of professional qualifications after Brexit is a priority for UK professional bodies and universities. If you plan on practising outside the UK you should check with the relevant national authority on the recognition of this qualification.",,,
Environmental Sustainability and Geography MA (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/environmental-sustainability-geography,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This course examines the interaction between people and their surroundings. You'll learn about the use of natural resources and how we can live more sustainable lifestyles.,Our modern world uses vast amounts of energy, generates waste and pollution, degrades our environment, reduces biodiversity, and has profound effects on our health and welfare. You'll study the principles and policies needed to help deliver sustainable development and consider both the local and global implications on natural resources.,You will develop specialist analytical and communication skills that will help you work effectively with communities, individuals and other professionals.,In Geography you study the relationships between dynamic environments and population in different locations and at multiple scales. You will learn about major challenges facing the world, and develop creative skills in problem solving, presentation, and communication.,Our teaching is based on the research carried out in the department and is focused on three broad themes: creating just communities and places, shaping environmental futures, and geospatial and digital methods.,The student-led Geography and Environmental Society also has a programme of activities to help you become part of our community.,Mutual recognition of professional qualifications after Brexit is a priority for UK professional bodies and universities. If you plan on practising outside the UK you should check with the relevant national authority on the recognition of this qualification.",,,
Environmental Science BSc (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/environmental-science,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"With growing pressures on scarce resources and concern over the effects of climate change, there has never been a better time to study environmental science. Gain the knowledge and skills to help build a cleaner future and address the challenges facing human existence on earth.,Our course covers areas including:,Our Geography department is relatively small. This means we can get to know you personally, and offer a friendly and supportive learning experience. You can contact any member of staff at any time to ask for help.,Your fieldwork will take place in both physical and social environments. We make use of Dundee city itself and other nearby locations and landscapes for local day trips. We also take you further afield into the Scottish Highlands or Iceland for week-long residential field trips.,The student-led Geography and Environmental Society also has a programme of activities to help you become part of our community.",,,
Environmental Science (with Dundee & Angus College) BSc (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/environmental-science-dundee-angus-college,4 years,years,Full Time,Undergraduate,,,August,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"We focus on key issues including climate change, land and water pollution, food security and natural resource management.,The aim of the first year is to give you give you a strong foundation in basic science, as well as a working knowledge and understanding of environmental principles and processes. This includes geology, hydrology, atmosphere, and oceanography.,You will become a University of Dundee student with full access to all of our resources and facilities. On successful completion of first year you will transfer directly into year 2 of the Environmental Science course at the University of Dundee.,We organise annual field trips abroad. In the past couple of years groups of students have successfully raised funds and sponsorship to travel to Iceland and the European Alps, where they have carried out scientific research projects into glacier hazards, environmental change and human impacts on the environment.",,,
English with Spanish MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english-spanish,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Study Spanish alongside the history of English literature. Start with a basic overview of the subject and move towards choosing modules to suit your own interests, ranging from the medieval period right up to the present day.,A range of modules give you the option to study anything from Shakespeare to science fiction, Romantic to contemporary poetry, or Victorian novels to Hollywood films. We are also a world leader in comics studies and offer modules that consider the relationship between graphic novels and canonical literature.,We start by covering topics such as how to analyse a poem and how to read a novel as a literary critic, moving on to historical surveys of literature. We then explore in more detail many of the periods, movements, and topics previously covered.,You'll also study one Spanish module per semester in each level, either as a beginner or at intensive level if you have previously studied the language at Higher/A-Level.,In Levels 1 and 2 you will also complement your specialist subject by studying additional Humanities or Social Sciences subjects such as History, Philosophy, or Geography.,We have strong research and teaching links with the creative communities around us, such as the ,, ,, Dundee Comics Creative Space, The McManus, and V&A Dundee. We also have a very successful drama group called ,, and an online review magazine, ,, where you can try your hand at writing reviews.",,,
Environmental Science and Geography MA (Hons),School of Social Sciences,,https://www.dundee.ac.uk/undergraduate/environmental-science-geography,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Analyse and understand major challenges facing the world, and develop creative skills in problem solving, presentation, and communication.,The MA version of this course also allows you to study modules from other subjects such as History, English, Philosophy, and Politics.,You will focus on topical and relevant issues such as climate change, pollution of land and water and the management of natural resources.,In Environmental Science, you will gain the knowledge and skills to help build a cleaner future and address the large-scale challenges facing human existence on earth.,In Geography you will study both social and physical sciences across three broad themes: creating just communities and places, shaping environmental futures, and geospatial and digital methods.,You will also have the opportunity to go on field trips, and to work with partner organisations to help them solve problems that they are currently facing.,Our course covers areas including:,Laboratories, field equipment, and specialist software like GIS (Geographic Information Systems) and R-statistics will support your learning.,The student-led Geography and Environmental Society also has a programme of activities to help you become part of our community.,Mutual recognition of professional qualifications after Brexit is a priority for UK professional bodies and universities. If you plan on practising outside the UK you should check with the relevant national authority on the recognition of this qualification.",,,
English with French MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english-french,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Study French alongside the history of English literature. Start with a basic overview of the subject and move towards choosing modules to suit your own interests, ranging from the medieval period right up to the present day.,A range of modules give you the option to study anything from Shakespeare to science fiction, Romantic to contemporary poetry, or Victorian novels to Hollywood films. We are also a world leader in comics studies and offer modules that consider the relationship between graphic novels and canonical literature.,We start by covering topics such as how to analyse a poem and how to read a novel as a literary critic, moving on to historical surveys of literature. We then explore in more detail many of the periods, movements, and topics previously covered.,You'll also study one French module per semester in each Level, either as a beginner or at intensive level if you have previously studied the language at Higher/A-Level.,In Levels 1 and 2 you will also complement your specialist subjects by studying additional Humanities or Social Sciences subjects such as History, Philosophy, or Geography.,We have strong research and teaching links with the creative communities around us, such as the ,, ,, Dundee Comics Creative Space, The McManus, and V&A Dundee. We also have a very successful drama group called ,, and an online review magazine, ,, where you can try your hand at writing reviews.",,,
English MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On this course you can study the history of English literature, from the medieval period right up to the present day. Start with a basic overview of the subject and move towards choosing modules to suit your own interests.,A range of modules give you the option to study anything from Shakespeare to science fiction, Romantic to contemporary poetry, or Victorian novels to Hollywood films. We are also a world leader in comics studies and offer modules that consider the relationship between graphic novels and canonical literature.,We start by covering topics such as how to analyse a poem and how to read a novel as a literary critic, moving on to historical surveys of literature. We then explore in more detail many of the periods, movements, and topics previously covered.,The modules we offer throughout the degree reflect the diverse research specialisms of our staff, giving you an extremely varied range of choices.,In Levels 1 and 2 you will also complement your specialist subject by studying additional Humanities or Social Sciences subjects such as History, Philosophy, or Geography.,We have strong research and teaching links with the creative communities around us, such as the ,, ,, Dundee Comics Creative Space, The McManus, and V&A Dundee. We also have a very successful drama group called ,, and an online review magazine, ,, where you can try your hand at writing reviews.",,,
English and Politics MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english-politics,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combining your English and Politics studies gives you a very wide range of modules to choose from and can lead to a diverse range of careers.,You can study the history of English literature from the medieval period right up to the present day. Start with a basic overview of the subject and move towards choosing modules to suit your own interests.,A wide range of modules give you the option to study anything from Shakespeare to science fiction, Romantic poetry to contemporary poetry, creative writing to visual culture, or Victorian novels to Hollywood films.,Politics confronts the big issues that affect societies the world over. You’ll get an overview of the British political system as well as examining some of the most complex problems faced by humanity and the ideas that underpin them. The MA degree means you study Politics alongside other subjects from History to Geography, languages to Psychology. At Levels 3 and 4 you will be able to specialise.,Our current teaching includes optional modules on Russian, Irish, and Middle Eastern politics, nations and nationalism, political theories, and on human rights and humanitarian intervention. Topics such as illegal drugs, gender and sexuality, environmental sustainability, and surveillance are also covered.",,,
English and Film Studies MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english-film-studies,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On this course you can study anything from introductory film studies to Film Noir, Shakespeare to science fiction, Victorian novels to Hollywood films, or Romantic poetry to art cinema.,For the English modules we start by covering topics such as how to analyse a poem and how to read a novel as a literary critic, moving on to historical surveys of literature. We then explore in more detail many of the periods, movements and topics previously covered.,For the film modules we start with a study of film from its origins, exploring key film techniques and genres, before moving on to study classic Hollywood film, international cinemas, and Film Noir. We then expand on this foundational knowledge to look at topics including:,In Levels 1 and 2 you will also complement your specialist subjects by studying additional Humanities or Social Science subjects such as history or philosophy for example.,We have strong research and teaching links with the creative communities around us, such as the ,, ,, Dundee Comics Creative Space, The McManus, and V&A Dundee. We also have an online review magazine, ,, where you can try your hand at writing reviews, and a very successful drama group called ,, with which you can get involved as an actor or as a member of production. ",,,
English and Psychology MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english-psychology,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On this course you can study the history of English literature, from the medieval period right up to the present day. Start with a basic overview of the subject and move towards choosing modules to suit your own interests.,A range of modules give you the option to study anything from Shakespeare to science fiction, Romantic to contemporary poetry, or Victorian novels to Hollywood films. We are also a world leader in comics studies and offer modules that consider the relationship between graphic novels and canonical literature.,We start by covering topics such as how to analyse a poem and how to read a novel as a literary critic, moving on to historical surveys of literature. We then explore in more detail many of the periods, movements, and topics previously covered.,Psychology is the scientific study of the mind and behaviour. Topics we cover include how babies learn, the way in which people's mental skills change as they grow older, personalities types, and social group dynamics. You will also study different psychological disorders.,In addition to exploring these aspects of human nature, you will learn how to think critically and to solve problems. We will teach you to analyse data, write clearly and effectively, and be a confident communicator of science. You will learn how to plan, implement and analyse your own research project.,Our student-run Psychology Society organises social events, study skills sessions, and a range of academic and career-oriented talks.,Mutual recognition of professional qualifications after Brexit is a priority for UK professional bodies and universities. If you plan on practising outside the UK you should check with the relevant national authority on the recognition of this qualification.",,,
English and Philosophy MA (Hons),School of Humanities,,https://www.dundee.ac.uk/undergraduate/english-philosophy,4 years,years,Full Time,Undergraduate,,,September,,,Dundee City Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Combining your English and philosophy studies gives you a very wide range of modules to choose from.,You can study the history of English literature from the medieval period right up to the present day.,You have the option of studying anything from Shakespeare to science fiction, Romantic poetry to contemporary poetry, creative writing to visual culture, or Victorian novels to Hollywood films.,We start by covering topics such as how to analyse a poem and how to read a novel as a literary critic, moving on to historical surveys of literature. We then explore in more detail many of the periods, movements and topics previously covered.,Philosophy explores our existence using critical thinking and argument. We specialise in continental (European) philosophy and teach key texts from the European tradition.,We help you look at how philosophy is important to real-world concerns and contemporary issues by:,At Levels 1 and 2 you will receive a grounding in ancient and modern philosophy and be introduced to fundamental ideas concerning ethics, epistemology (the nature of knowledge), and metaphysics (the nature of reality). You then specialise in Levels 3 and 4 in areas that suit your own interests.",,,
